iter	Passed	Remaining
529	3673	3257
530	3676	3246
531	3678	3235
532	3683	3227
533	3686	3216
534	3689	3207
535	3693	3197
536	3696	3187
537	3701	3178
538	3705	3169
539	3707	3158
540	3710	3147
541	3712	3137
542	3714	3126
543	3716	3115
544	3719	3105
545	3721	3094
546	3723	3083
547	3726	3073
548	3728	3063
549	3731	3052
550	3733	3042
551	3735	3031
552	3751	3032
553	3754	3022
554	3757	3013
555	3761	3003
556	3763	2993
557	3765	2982
558	3768	2973
559	3771	2963
560	3775	2954
561	3778	2944
562	3783	2936
563	3785	2926
564	3788	2916
565	3790	2906
566	3792	2896
567	3794	2886
568	3797	2876
569	3799	2866
570	3803	2857
571	3805	2847
572	3808	2837
573	3810	2827
574	3816	2820
575	3819	2811
576	3821	2801
577	3824	2791
578	3827	2782
579	3829	2773
580	3833	2764
581	3836	2755
582	3840	2746
583	3843	2737
584	3847	2729
585	3853	2722
586	3857	2713
587	3861	2705
588	3863	2695
589	3865	2686
590	3867	2676
591	3870	2667
592	3873	2658
593	3877	2650
594	3881	2641
595	3885	2633
596	3889	2625
597	3893	2617
598	3898	2609
599	3901	2600
600	3904	2592
601	3907	2583
602	3912	2575
603	3915	2567
604	3918	2558
605	3921	2549
606	3930	2545
607	3934	2536
608	3938	2528
609	3941	2519
610	3943	2510
611	3945	2501
612	3947	2492
613	3950	2483
614	3952	2474
615	3955	2465
616	3957	2456
617	3959	2447
618	3964	2440
619	3968	2432
620	3971	2423
621	3975	2415
622	3978	2407
623	3982	2399
624	3985	2391
625	3988	2383
626	3991	2374
627	3993	2365
628	3997	2357
629	4001	2350
630	4004	2342
631	4007	2333
632	4009	2324
633	4012	2316
634	4014	2307
635	4017	2299
636	4019	2290
637	4021	2281
638	4023	2273
639	4026	2265
640	4030	2257
641	4033	2249
642	4039	2242
643	4043	2235
644	4045	2226
645	4048	2218
646	4050	2209
647	4052	2201
648	4054	2192
649	4057	2184
650	4059	2176
651	4062	2168
652	4065	2160
653	4070	2153
654	4073	2145
655	4076	2137
656	4079	2129
657	4082	2122
658	4086	2114
659	4089	2106
660	4091	2098
661	4094	2090
662	4096	2082
663	4100	2074
664	4102	2066
665	4105	2058
666	4107	2050
667	4110	2042
668	4118	2037
669	4122	2030
670	4125	2022
671	4128	2014
672	4131	2007
673	4134	1999
674	4137	1991
675	4139	1983
676	4141	1976
677	4143	1968
678	4148	1961
679	4152	1954
680	4155	1946
681	4157	1938
682	4160	1930
683	4162	1923
684	4165	1915
685	4167	1907
686	4170	1900
687	4172	1892
688	4175	1884
689	4178	1877
690	4184	1871
691	4188	1864
692	4193	1857
693	4196	1850
694	4201	1843
695	4204	1836
696	4207	1828
697	4209	1821
698	4211	1813
699	4214	1806
700	4216	1798
701	4225	1793
702	4230	1787
703	4233	1780
704	4236	1772
705	4240	1765
706	4242	1758
707	4245	1750
708	4247	1743
709	4249	1735
710	4252	1728
711	4255	1721
712	4259	1714
713	4262	1707
714	4265	1700
715	4267	1692
716	4270	1685
717	4273	1678
718	4277	1671
719	4286	1666
720	4291	1660
721	4295	1653
722	4298	1646
723	4302	1640
724	4306	1633
725	4317	1629
726	4321	1622
727	4326	1616
728	4329	1609
729	4332	1602
730	4336	1595
731	4346	1591
732	4350	1584
733	4353	1577
734	4357	1571
735	4360	1564
736	4365	1557
737	4368	1550
738	4372	1544
739	4375	1537
740	4379	1530
741	4388	1525
742	4393	1519
743	4396	1512
744	4399	1506
745	4403	1499
746	4406	1492
747	4409	1485
748	4412	1478
749	4421	1473
750	4424	1467
751	4435	1462
752	4438	1455
753	4440	1448
754	4447	1443
755	4452	1436
756	4455	1430
757	4459	1423
758	4464	1417
759	4469	1411
760	4472	1404
761	4476	1398
762	4479	1391
763	4483	1384
764	4486	1378
765	4489	1371
766	4492	1364
767	4494	1357
768	4497	1350
769	4499	1344
770	4503	1337
771	4509	1331
772	4512	1325
773	4516	1318
774	4519	1312
775	4521	1305
776	4525	1298
777	4528	1292
778	4530	1285
779	4533	1278
780	4535	1271
781	4546	1267
782	4550	1261
783	4555	1255
784	4558	1248
785	4562	1242
786	4566	1235
787	4570	1229
788	4573	1223
789	4577	1216
790	4582	1210
791	4586	1204
792	4588	1197
793	4591	1191
794	4593	1184
795	4595	1177
796	4599	1171
797	4602	1165
798	4606	1158
799	4609	1152
800	4613	1146
801	4617	1139
802	4626	1134
803	4630	1128
804	4634	1122
805	4638	1116
806	4643	1110
807	4647	1104
808	4650	1097
809	4653	1091
810	4657	1085
811	4660	1079
812	4669	1074
813	4673	1067
814	4676	1061
815	4679	1055
816	4682	1048
817	4686	1042
818	4690	1036
819	4693	1030
820	4696	1024
821	4699	1017
822	4715	1014
823	4718	1007
824	4722	1001
825	4726	995
826	4732	990
827	4736	983
828	4739	977
829	4742	971
830	4746	965
831	4749	959
832	4755	953
833	4758	947
834	4761	940
835	4764	934
836	4766	928
837	4768	921
838	4771	915
839	4773	909
840	4776	902
841	4778	896
842	4781	890
843	4783	884
844	4787	878
845	4791	872
846	4795	866
847	4799	860
848	4802	854
849	4806	848
850	4809	842
851	4813	836
852	4816	830
853	4822	824
854	4825	818
855	4827	812
856	4829	805
857	4832	799
858	4836	793
859	4838	787
860	4840	781
861	4842	775
862	4845	769
863	4847	762
864	4850	757
865	4853	751
866	4856	744
867	4858	738
868	4860	732
869	4865	727
870	4869	721
871	4873	715
872	4875	709
873	4878	703
874	4881	697
875	4883	691
876	4885	685
877	4888	679
878	4890	673
879	4893	667
880	4896	661
881	4900	655
882	4903	649
883	4907	643
884	4911	638
885	4914	632
886	4918	626
887	4922	620
888	4925	615
889	4929	609
890	4937	604
891	4941	598
892	4944	592
893	4947	586
894	4952	580
895	4955	575
896	4959	569
897	4962	563
898	4966	557
899	4970	552
900	4973	546
901	4977	540
902	4980	534
903	4983	529
904	4986	523
905	4991	517
906	4994	512
907	4997	506
908	5008	501
909	5012	495
910	5015	489
911	5018	484
912	5021	478
913	5024	472
914	5027	467
915	5031	461
916	5034	455
917	5036	449
918	5038	444
919	5041	438
920	5043	432
921	5046	426
922	5050	421
923	5052	415
924	5054	409
925	5057	404
926	5059	398
927	5062	392
928	5066	387
929	5072	381
930	5078	376
931	5081	370
932	5084	365
933	5088	359
934	5099	354
935	5103	348
936	5107	343
937	5111	337
938	5114	332
939	5117	326
940	5121	321
941	5124	315
942	5127	309
943	5130	304
944	5133	298
945	5139	293
946	5142	287
947	5146	282
948	5149	276
949	5152	271
950	5156	265
951	5161	260
952	5164	254
953	5168	249
954	5172	243
955	5175	238
956	5178	232
957	5181	227
958	5185	221
959	5189	216
960	5192	210
961	5196	205
962	5199	199
963	5203	194
964	5206	188
965	5209	183
966	5212	177
967	5215	172
968	5218	166
969	5222	161
970	5227	156
971	5230	150
972	5234	145
973	5237	139
974	5241	134
975	5245	128
976	5248	123
977	5251	118
978	5254	112
979	5258	107
980	5261	101
981	5264	96
982	5267	91
983	5269	85
984	5272	80
985	5276	74
986	5280	69
987	5283	64
988	5287	58
989	5291	53
990	5295	48
991	5297	42
992	5300	37
993	5302	32
994	5307	26
995	5312	21
996	5314	15
997	5317	10
998	5319	5
999	5323	0
