iter	Logloss
444	0.3029537832
445	0.3026372548
446	0.3023468696
447	0.3021647003
448	0.3018475252
449	0.3016423185
450	0.3014114406
451	0.3011981216
452	0.3009538433
453	0.3005880999
454	0.300354035
455	0.3002052462
456	0.2998960342
457	0.2995102861
458	0.299390361
459	0.2990230392
460	0.2987449002
461	0.2984312374
462	0.2982772718
463	0.2979526916
464	0.2976202112
465	0.2974395266
466	0.2970740724
467	0.2968743364
468	0.2966885557
469	0.296510284
470	0.2962459239
471	0.2960485894
472	0.2958137263
473	0.2956437476
474	0.2954498267
475	0.2953245554
476	0.2952115004
477	0.2950341459
478	0.2948174004
479	0.2946181667
480	0.2943338999
481	0.2942023019
482	0.2939787722
483	0.2936792815
484	0.2933113895
485	0.2929164246
486	0.2926807219
487	0.2925031584
488	0.2922745167
489	0.2921742877
490	0.2919109715
491	0.291793965
492	0.2915247838
493	0.2912488105
494	0.291104407
495	0.2909251274
496	0.2906981994
497	0.2903741015
498	0.290062344
499	0.2897015341
500	0.2894638636
501	0.2892221692
502	0.2890437232
503	0.2888151878
504	0.2885661726
505	0.2884306201
506	0.2882489042
507	0.2880788638
508	0.2878764333
509	0.287519803
510	0.2874243266
511	0.2870821961
512	0.2868606788
513	0.2867036917
514	0.2863702263
515	0.2861818648
516	0.2859622648
517	0.2856499541
518	0.2853251345
519	0.2852210991
520	0.2849390863
521	0.2847077635
522	0.2845059755
523	0.284242568
524	0.2839647545
525	0.2837654821
526	0.2836303526
527	0.2834800728
528	0.2832384839
529	0.2830974603
530	0.2827836434
531	0.282597274
532	0.2825003461
533	0.2822339543
534	0.2820441152
535	0.2817994407
536	0.2815701687
537	0.2812820274
538	0.2810820692
539	0.2808141901
540	0.2806905685
541	0.280459967
542	0.2803134024
543	0.2801395385
544	0.2799344944
545	0.2795328466
546	0.279403995
547	0.2791141757
548	0.2788879876
549	0.2786857056
550	0.278486889
551	0.2781910593
552	0.2779480193
553	0.2777646638
554	0.27747234
555	0.2772752079
556	0.2770518521
557	0.2768724259
558	0.2768185429
559	0.2766197916
560	0.2763971791
561	0.2761324916
562	0.2760102114
563	0.2757979267
564	0.2756522254
565	0.2754337912
566	0.2752259672
567	0.2749752764
568	0.2748516705
569	0.2746568532
570	0.2744445465
571	0.274330855
572	0.2741065817
573	0.2739977614
574	0.2737791801
575	0.273451407
576	0.2733320714
577	0.2731974918
578	0.273009408
579	0.2726562237
580	0.2725423751
581	0.2724148554
582	0.2722843221
583	0.2720911145
584	0.2718442068
585	0.2716131451
586	0.2712640917
587	0.2711369471
588	0.2709032391
589	0.2706807885
590	0.2705870735
591	0.270351872
592	0.2702125253
593	0.2698845594
594	0.2696976868
595	0.2694893681
596	0.2693443868
597	0.2691977843
598	0.2689232956
599	0.268817554
600	0.2686502639
601	0.2685950447
602	0.2683085086
603	0.2679184359
604	0.2677380167
605	0.2674244889
606	0.2672097001
607	0.2670765384
608	0.2668447988
609	0.2666330128
610	0.2665304539
611	0.2663986433
612	0.2662083666
613	0.2660021865
614	0.2659040909
615	0.2657096957
616	0.2654220664
617	0.2650400459
618	0.2647864072
619	0.2644747751
620	0.2642969096
621	0.2640227758
622	0.2637635006
623	0.2636099607
624	0.2634649086
625	0.263171478
626	0.2629293765
627	0.2627928355
628	0.2626597233
629	0.2624599288
630	0.2624113245
631	0.262275895
632	0.2621160229
633	0.261851922
634	0.2615614595
635	0.2613610054
636	0.2611087807
637	0.260932052
638	0.2607266941
639	0.2604791647
640	0.2603474877
641	0.2598703669
642	0.2597061905
643	0.2595466124
644	0.2593913906
645	0.2593037162
646	0.259075379
647	0.2588954993
648	0.2587584043
649	0.2586426225
650	0.2584211735
651	0.2582521257
652	0.2580559244
653	0.2578200329
654	0.2576153554
655	0.2574555694
656	0.2572534134
657	0.2569017811
658	0.2566262464
659	0.2565200378
660	0.2563138277
661	0.2561754306
662	0.2560606767
663	0.2558139698
664	0.2555780089
665	0.2553204553
666	0.2552388773
667	0.2549093076
668	0.2547443195
669	0.2545958022
670	0.2544965646
671	0.2541569277
672	0.2539954456
673	0.2538108414
674	0.2536083881
675	0.2533409347
676	0.2529996893
677	0.2529196951
678	0.2527316076
679	0.2526229634
680	0.252560698
681	0.2523235385
682	0.2522076079
683	0.2520522921
684	0.2519203123
685	0.2517196431
686	0.2512502961
687	0.251040409
688	0.250927095
689	0.250583382
690	0.2504974002
691	0.250327977
692	0.2500930422
693	0.2499475021
694	0.2497457813
695	0.2494865344
696	0.2491331317
697	0.2488546992
698	0.2486772763
699	0.2483977413
700	0.2482401438
701	0.2480146507
702	0.2479106731
703	0.2477699465
704	0.247630537
705	0.2474919992
706	0.2472967037
707	0.2471943958
708	0.2470507571
709	0.2467811009
710	0.2465370313
711	0.2463208119
712	0.2461159736
713	0.2458902928
714	0.2458117838
715	0.2455975311
716	0.2454752914
717	0.2453345522
718	0.2450898499
719	0.2449459771
720	0.2447898042
721	0.2447343888
722	0.2446172819
723	0.2444342413
724	0.2441856507
725	0.243962452
726	0.2438065181
727	0.2436215268
728	0.2434952387
729	0.2431848911
730	0.242858046
731	0.2426923185
732	0.2424982898
733	0.2423723567
734	0.2419943375
735	0.2418140727
736	0.2416998127
737	0.2415696385
738	0.2414408131
739	0.2411562281
740	0.2409513502
741	0.2407539776
742	0.2404120516
743	0.2402562975
744	0.2401650009
745	0.2400199806
746	0.2398678544
747	0.2395784388
748	0.2393293586
749	0.2391806483
750	0.238941695
751	0.2387975551
752	0.2386496233
753	0.2384835183
754	0.2383821159
755	0.2382494567
756	0.2379403169
757	0.2377062159
758	0.2375367155
759	0.2374636347
760	0.2373300227
761	0.2370633037
762	0.2369061533
763	0.236763259
764	0.2364049385
765	0.2361135357
766	0.2359917042
767	0.2357848481
768	0.2355913904
769	0.2354783229
770	0.2353594401
771	0.2351463303
772	0.2349763321
773	0.2348920848
774	0.2347434649
775	0.2344519065
776	0.2343530402
777	0.2342038499
778	0.2338672019
779	0.2337099212
780	0.2335448311
781	0.233439839
782	0.232982071
783	0.2327412469
784	0.2324784258
785	0.2323610822
786	0.2322644091
787	0.2320550959
788	0.2319030361
789	0.2317088772
790	0.2315816324
791	0.2314465813
792	0.2313900125
793	0.2312461512
794	0.2310413014
795	0.2307377427
796	0.2305920568
797	0.2304031891
798	0.2301964541
799	0.2300495637
800	0.2299144144
801	0.2297965877
802	0.2296782245
803	0.2293697447
804	0.2292790653
805	0.2290988202
806	0.2289277841
807	0.2286884108
808	0.2284480541
809	0.2282104643
810	0.2280277351
811	0.2278646301
812	0.2276601352
813	0.2275793357
814	0.227384717
815	0.2270345861
816	0.2268015591
817	0.2266922398
818	0.2265183203
819	0.2261126818
820	0.2259505298
821	0.2258542919
822	0.2257533655
823	0.2255049204
824	0.2254266064
825	0.2253042186
826	0.2251907502
827	0.2249682387
828	0.2247060832
829	0.2245848501
830	0.2243973881
831	0.2242216284
832	0.2241252441
833	0.2239650147
834	0.22379134
835	0.2236165102
836	0.2236066374
837	0.2235099337
838	0.2232677094
839	0.2229480802
840	0.2228052331
841	0.2226617558
842	0.2224925532
843	0.2223047915
844	0.2221775336
845	0.221978227
846	0.2217384089
847	0.2215409938
848	0.2214105108
849	0.221286804
850	0.2209691192
851	0.2207792368
852	0.2205719534
853	0.2203628543
854	0.2201861891
855	0.2199104859
856	0.2198064782
857	0.219640135
858	0.2195643278
859	0.2193842892
860	0.219196775
861	0.2190282875
862	0.2188091294
863	0.2186802981
864	0.2185368653
865	0.218322576
866	0.2182191982
867	0.218019581
868	0.2179124158
869	0.2178071873
870	0.2176635446
871	0.2175293614
872	0.2173573438
873	0.2171950103
874	0.2169228471
875	0.2168010898
876	0.2166246675
877	0.2165221732
878	0.21644725
879	0.2163663519
880	0.2162422291
881	0.2161118189
882	0.2160333577
883	0.2157799751
884	0.2156642693
885	0.2154728595
886	0.2152450965
887	0.2150347758
888	0.21466447
889	0.2145574592
890	0.2144728572
891	0.2143748532
892	0.2142963103
893	0.2142010931
894	0.2140717422
895	0.2139127448
896	0.2138565052
897	0.213775553
898	0.2136833233
899	0.2136327677
900	0.2134753714
901	0.2133580932
902	0.2129970972
903	0.2127762759
904	0.2127345688
905	0.2126305448
906	0.2124198939
907	0.2123121195
908	0.2122657627
909	0.2120681319
910	0.2119188343
911	0.2117813645
912	0.2116544515
913	0.2115838604
914	0.2112412966
915	0.2109307463
916	0.2106551833
917	0.2105716242
918	0.2103591078
919	0.2102734501
920	0.2101230586
921	0.2099795565
922	0.2097935318
923	0.2095863499
924	0.2095381283
925	0.2093081316
926	0.2091108924
927	0.2088601823
928	0.2086411177
929	0.2085719332
930	0.2084339566
931	0.2083417679
932	0.208122328
933	0.207840331
934	0.2077471746
935	0.2077077862
936	0.2076118815
937	0.2075131909
938	0.2073819696
939	0.2073032042
940	0.2071672963
941	0.2070271471
942	0.2068528936
943	0.2066713416
944	0.2064200822
945	0.2062202993
946	0.2059021282
947	0.2057151454
948	0.2055663546
949	0.2054293101
950	0.205249342
951	0.2051722837
952	0.2049419996
953	0.2048144722
954	0.2046562122
955	0.2045661742
956	0.2044413227
957	0.2042496006
958	0.2040213604
959	0.2038790214
960	0.2036307423
961	0.203509861
962	0.2032896681
963	0.2032284686
964	0.2031197208
965	0.202932346
966	0.2027127917
967	0.2025059172
968	0.2022576933
969	0.2021698939
970	0.2020541294
971	0.2018455811
972	0.2015640089
973	0.201455079
974	0.2013487576
975	0.2011283699
976	0.2009409147
977	0.2007194422
978	0.2005727798
979	0.2004480653
980	0.2003034464
981	0.2001628579
982	0.1998284984
983	0.1997286734
984	0.1995116955
985	0.1993360921
986	0.199157358
987	0.1990607521
988	0.1989471848
989	0.1987965436
990	0.1986515527
991	0.1984823967
992	0.1983851607
993	0.1982099588
994	0.1980234851
995	0.197856064
996	0.1977706221
997	0.1975610916
998	0.1974202478
999	0.1972103865
